Unnamed: 0,m/z,Composition,Glycan Structure,Name,Glycoprofiles
202,1770,NeuAc(1)Hex(4)HexNAc(4),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:b_dglc_HEX_x:x
13s:n_acetyl
14b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
",1770,"['P2TS', 'P6TA_FS']"
203,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7b:a_dgal_HEX_x:x
8s:n_acetyl
9s:n_acetyl
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
13b:a_lgal_HEX_x:x|6:d
14b:a_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:7d(2+1)8n
8:4d(2+1)9n
9:1o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
13:12o(3+1)14d
",1771_1,"['P1TI', 'P5TA_AS', 'P5TA_AG', 'P10H']"
204,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dgal_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7b:x_dglc_HEX_x:x
8b:x_dgal_HEX_x:x
9b:x_dglc_HEX_x:x
10b:x_lgal_HEX_x:x|6:d
11b:x_dgal_HEX_x:x
12s:n_acetyl
13s:n_acetyl
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:6o(_1+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:9o(_1+1)10d
10:9o(_1+1)11d
11:9d(2+1)12n
12:7d(2+1)13n
13:4d(2+1)14n
",1771_2,"['P6TA_FS', 'P8H']"
205,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7b:a_dgal_HEX_x:x
8s:n_acetyl
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:a_lgal_HEX_x:x|6:d
13b:a_dgal_HEX_x:x
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:4d(2+1)8n
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(2+1)12d
12:11o(3+1)13d
13:13d(2+1)14n
",1771_3,['P1TI']
206,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2b:x_dgal_HEX_x:x
3b:x_dglc_HEX_x:x
4b:x_dgal_HEX_x:x
5b:a_lgal_HEX_x:x|6:d
6s:n_acetyl
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_dgal_HEX_x:x
10b:x_dglc_HEX_x:x
11b:x_lgal_HEX_x:x|6:d
12b:x_dgal_HEX_x:x
13s:n_acetyl
14s:n_acetyl
LIN
1:1o(_1+1)2d
2:2o(_1+1)3d
3:3o(_1+1)4d
4:4o(2+1)5d
5:3d(2+1)6n
6:1d(2+1)7n
7:1o(6+1)8d
8:8o(_1+1)9d
9:9o(_1+1)10d
10:10o(_1+1)11d
11:10o(_1+1)12d
12:10d(2+1)13n
13:8d(2+1)14n
",1771_4,['P8H']
207,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
7b:b_dgal_HEX_x:x
8b:a_lgal_HEX_x:x|6:d
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:b_dglc_HEX_x:x
13s:n_acetyl
14b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7o(2+1)8d
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
",1771_5,"['P1TS', 'P1TI', 'P8H']"
208,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:b_dglc_HEX_x:x
12s:n_acetyl
13b:b_dgal_HEX_x:x
14b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(3+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(2+1)14d
",1771_6,"['P1TS', 'P4TS', 'P6TA_FS', 'P6TA_FG', 'P8H', 'P9H']"
209,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
7b:b_dgal_HEX_x:x
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:b_dglc_HEX_x:x
12s:n_acetyl
13b:b_dgal_HEX_x:x
14b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7o(3+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(3+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(2+1)14d
",1771_7,"['P1TS', 'P10H']"
210,1812,Hex(3)HexNAc(5)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:a_dgal_HEX_x:x
9s:n_acetyl
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
13b:a_lgal_HEX_x:x|6:d
14b:a_dgal_HEX_x:x
15s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:8d(2+1)9n
9:1o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
13:12o(3+1)14d
14:14d(2+1)15n
",1812_1,"['P1TI', 'P4TI', 'P6TA_FG', 'P7TA_AG']"
211,1812,Hex(3)HexNAc(5)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
13b:a_lgal_HEX_x:x|6:d
14b:a_dgal_HEX_x:x
15s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
13:12o(3+1)14d
14:14d(2+1)15n
",1812_2,"['P1TI', 'P6TA_FG']"
212,1812,Hex(3)HexNAc(5)dHex(2),"RES
1b:x_dgal_HEX_x:x
2b:x_dgal_HEX_x:x
3b:a_lgal_HEX_x:x|6:d
4b:a_dgal_HEX_x:x
5s:n_acetyl
6s:n_acetyl
LIN
1:1o(_1+1)2d
2:2o(2+1)3d
3:2o(3+1)4d
4:4d(2+1)5n
5:1d(2+1)6n
",1812_3,['P1TI']
213,1828,Hex(4)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8b:x_lgal_HEX_x:x|6:d
9b:x_dgal_HEX_x:x
10s:n_acetyl
11b:b_dglc_HEX_x:x
12b:x_dgal_HEX_x:x
13b:x_HEX_x:x
14s:n_acetyl
15s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4d(2+1)6n
6:3o(6+1)7d
7:7o(_1+1)8d
8:7o(_1+1)9d
9:7d(2+1)10n
10:1o(6+1)11d
11:11o(_1+1)12d
12:12o(_1+1)13d
13:13d(2+1)14n
14:11d(2+1)15n
",1828_1,"['P1TI', 'P6TA_FG', 'P6TA_AG']"
214,1828,Hex(4)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:a_dgal_HEX_x:x
9s:n_acetyl
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
13b:b_dglc_HEX_x:x
14s:n_acetyl
15b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:8d(2+1)9n
9:3o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
",1828_2,"['P1TI', 'P4TS', 'P8H']"
215,1842,NeuAc(2)Hex(3)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7b:x_lgal_HEX_x:x|6:d
8b:x_dgal_HEX_x:x
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
13s:n_acetyl
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6o(_1+1)7d
7:6o(_1+1)8d
8:8o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+2)12d
12:12d(5+1)13n
13:6d(2+1)14n
",1842,['P10H']
216,1843,NeuAc(1)Hex(3)HexNAc(3)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6b:x_lgal_HEX_x:x|6:d
7b:x_dgal_HEX_x:x
8b:x_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
12s:n_acetyl
13s:n_acetyl
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5o(_1+1)6d
6:5o(_1+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:10o(3+2)11d
11:11d(5+1)12n
12:8d(2+1)13n
13:5d(2+1)14n
",1843,"['P5TA_AS', 'P10H']"
217,1844,Hex(5)HexNAc(5),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
13b:b_dglc_HEX_x:x
14s:n_acetyl
15b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(3+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
",1844_1,"['P3TS', 'P6TA_FS', 'P8H']"
218,1844,Hex(5)HexNAc(5),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
13b:b_dglc_HEX_x:x
14s:n_acetyl
15b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(3+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
",1844_2,['P3TS']
219,1844,Hex(5)HexNAc(5),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:x_dglc_HEX_x:x
11b:x_dgal_HEX_x:x
12b:x_dglc_HEX_x:x
13b:x_dgal_HEX_x:x
14s:n_acetyl
15s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4d(2+1)6n
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(_1+1)10d
10:10o(_1+1)11d
11:11o(_1+1)12d
12:12o(_1+1)13d
13:12d(2+1)14n
14:10d(2+1)15n
",1844_3,"['P6TA_FS', 'P8H']"
220,1876,Hex(5)HexNAc(3)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:a_dgal_HEX_x:x
9s:n_acetyl
10b:b_dglc_HEX_x:x
11b:x_dgal_HEX_x:x
12b:a_lgal_HEX_x:x|6:d
13b:a_dgal_HEX_x:x
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:4d(2+1)9n
9:1o(6+1)10d
10:10o(_1+1)11d
11:11o(2+1)12d
12:11o(3+1)13d
13:10d(2+1)14n
",1876_1,"['P5TA_AS', 'P10H']"
221,1876,Hex(5)HexNAc(3)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:a_dgal_HEX_x:x
9s:n_acetyl
10b:b_dglc_HEX_x:x
11b:x_dgal_HEX_x:x
12b:a_lgal_HEX_x:x|6:d
13b:a_dgal_HEX_x:x
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:4d(2+1)9n
9:1o(6+1)10d
10:10o(_1+1)11d
11:11o(2+1)12d
12:11o(3+1)13d
13:10d(2+1)14n
",1876_2,"['P1TI', 'P10H']"
222,1885,Hex(4)HexNAc(6),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:x_HEX_x:x
8s:n_acetyl
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:b_dglc_HEX_x:x
13s:n_acetyl
14b:b_dgal_HEX_x:x
15b:x_HEX_x:x
16s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(_1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:14o(_1+1)15d
15:15d(2+1)16n
",1885,"['P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AG', 'P7TA_AG', 'P9H']"
223,1917,Hex(4)HexNAc(4)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11s:n_acetyl
12b:b_dglc_HEX_x:x
13b:x_lgal_HEX_x:x|6:d
14b:x_dgal_HEX_x:x
15s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:8d(2+1)11n
11:1o(6+1)12d
12:12o(_1+1)13d
13:12o(_1+1)14d
14:12d(2+1)15n
",1917_1,"['P6TA_FS', 'P8H', 'P9H']"
224,1917,Hex(4)HexNAc(4)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8s:n_acetyl
9b:b_dglc_HEX_x:x
10b:x_dgal_HEX_x:x
11s:n_acetyl
12b:b_dglc_HEX_x:x
13s:n_acetyl
14b:b_dgal_HEX_x:x
15b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:6o(2+1)7d
7:4d(2+1)8n
8:3o(6+1)9d
9:9o(_1+1)10d
10:9d(2+1)11n
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:14o(2+1)15d
",1917_2,['P8H']
225,1917,Hex(4)HexNAc(4)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:b_dglc_HEX_x:x
13b:x_lgal_HEX_x:x|6:d
14b:x_dgal_HEX_x:x
15s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:1o(6+1)12d
12:12o(_1+1)13d
13:12o(_1+1)14d
14:12d(2+1)15n
",1917_3,"['P2TS', 'P4TS', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P8H']"
226,1917,Hex(4)HexNAc(4)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8s:n_acetyl
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:a_lgal_HEX_x:x|6:d
13b:b_dglc_HEX_x:x
14s:n_acetyl
15b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:6o(2+1)7d
7:4d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(2+1)12d
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
",1917_4,['P8H']
227,1917,Hex(4)HexNAc(4)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:b_dglc_HEX_x:x
13s:n_acetyl
14b:b_dgal_HEX_x:x
15b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:14o(2+1)15d
",1917_5,"['P2TS', 'P4TS', 'P4TI', 'P6TA_FG', 'P6TA_AS', 'P8H', 'P9H', 'P10H']"
228,1958,Hex(3)HexNAc(5)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6b:x_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:a_dgal_HEX_x:x
9s:n_acetyl
10s:n_acetyl
11b:b_dglc_HEX_x:x
12s:n_acetyl
13b:b_dgal_HEX_x:x
14b:a_lgal_HEX_x:x|6:d
15b:a_dgal_HEX_x:x
16s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5o(_1+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:8d(2+1)9n
9:5d(2+1)10n
10:1o(6+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(2+1)14d
14:13o(3+1)15d
15:15d(2+1)16n
",1958,['P7TA_AG']
229,1974,Hex(4)HexNAc(5)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11s:n_acetyl
12b:b_dglc_HEX_x:x
13b:x_dgal_HEX_x:x
14b:x_HEX_x:x
15s:n_acetyl
16s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:8d(2+1)11n
11:1o(6+1)12d
12:12o(_1+1)13d
13:13o(_1+1)14d
14:14d(2+1)15n
15:12d(2+1)16n
",1974_1,"['P6TA_FS', 'P6TA_AG', 'P8H', 'P9H']"
230,1974,Hex(4)HexNAc(5)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7b:a_dgal_HEX_x:x
8s:n_acetyl
9s:n_acetyl
10b:a_lgal_HEX_x:x|6:d
11b:b_dglc_HEX_x:x
12s:n_acetyl
13b:b_dgal_HEX_x:x
14b:x_dglc_HEX_x:x
15b:x_dgal_HEX_x:x
16s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:7d(2+1)8n
8:4d(2+1)9n
9:3o(2+1)10d
10:1o(6+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(_1+1)14d
14:14o(_1+1)15d
15:14d(2+1)16n
",1974_3,"['P1TS', 'P8H', 'P10H']"
231,1974,Hex(4)HexNAc(5)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:a_dgal_HEX_x:x
9s:n_acetyl
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
13b:a_lgal_HEX_x:x|6:d
14b:b_dglc_HEX_x:x
15s:n_acetyl
16b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:6o(3+1)8d
8:8d(2+1)9n
9:3o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
13:1o(6+1)14d
14:14d(2+1)15n
15:14o(4+1)16d
",1974_4,"['P2TS', 'P4TS', 'P4TI', 'P6TA_FG']"
